date,air_temp_CZ,air_temp_DE,air_temp_HU,air_temp_RO,air_temp_SK,air_temp_CZ,air_temp_DE,air_temp_HU,air_temp_RO,air_temp_SK,precipitation_CZ,precipitation_DE,precipitation_HU,precipitation_RO,SK
24/01/2010,269.51,272.37,266.77,267.41,266.57,-3.64,-0.78,-6.38,-5.74,-6.58,6.75662452189515e-05,0.000314469802458886,0.000329053192150539,0.000223560765152197,0.000874473175412964
25/01/2010,270.02,275.17,266.68,266.16,266.71,-3.13,2.02,-6.47,-6.99,-6.44,0.00247180649234031,0.00297466804932663,3.7636934642482e-05,0.00020937973700425,0.000777606975310372
26/01/2010,273.24,276.51,268.86,265.82,269.23,0.09,3.36,-4.29,-7.33,-3.92,0.000336901512782702,0.000141697551535096,0.00138778555595853,0.000120094424269488,0.000590687743470028
27/01/2010,270.92,276.25,266.61,264.55,268.24,-2.23,3.10,-6.54,-8.60,-4.91,5.91615734785124e-06,0.00010520223608244,6.71687749588588e-06,1.59901859375229e-05,3.40718272279458e-06
28/01/2010,268.62,274.17,265.42,264.89,265.66,-4.53,1.02,-7.73,-8.26,-7.49,7.39057495093255e-06,6.00344716406999e-05,6.33888202299999e-06,7.81957570216744e-06,4.07904787945571e-06
29/01/2010,269.87,275.01,265.14,266.44,264.76,-3.28,1.86,-8.01,-6.71,-8.39,0.00121872944332552,0.00141034640645033,6.77958083309683e-06,8.50922307424249e-06,4.19346717052526e-05
30/01/2010,271.39,275.20,267.16,265.91,267.73,-1.76,2.05,-5.99,-7.24,-5.42,0.00230294280610085,0.0080656050602396,0.000101095767182737,1.84571106854483e-05,0.0003844236438104
31/01/2010,273.29,276.26,270.02,268.74,268.78,0.14,3.11,-3.13,-4.41,-4.37,0.00236735093293207,0.0041769352648972,0.000202835261202907,0.000153675626879994,0.00121095269323609
01/02/2010,272.36,271.81,272.96,271.81,271.51,-0.79,-1.34,-0.19,-1.34,-1.64,0.00250695084097973,0.00250227595109662,0.00951583877315331,0.00219420606756067,0.0100316760407492
02/02/2010,268.67,270.24,271.06,272.27,268.95,-4.48,-2.91,-2.09,-0.88,-4.20,0.000637157264354188,0.00136419877867064,0.0009233385288856,0.00227618113641927,0.00199569349449086
03/02/2010,269.23,272.86,269.25,269.52,266.93,-3.92,-0.29,-3.90,-3.63,-6.22,0.00136980288109579,0.0041806741943377,0.000283147230136081,0.000804390453785991,0.00126357403771311
04/02/2010,274.05,277.78,272.42,269.48,271.06,0.90,4.63,-0.73,-3.67,-2.09,0.000494253511632241,0.00434892220907504,0.000490678185472544,4.11431648480703e-05,0.000304219498836231
05/02/2010,275.62,279.93,275.46,271.74,273.23,2.47,6.78,2.31,-1.41,0.08,0.000187653809657618,0.00478011039871764,0.000159173272881229,2.01969741022985e-05,0.000542027684962519
06/02/2010,275.84,280.91,276.51,273.11,275.49,2.69,7.76,3.36,-0.04,2.34,1.7899163154814e-05,0.00107730934920677,9.56467884807808e-06,1.07620558068499e-05,2.08147933260634e-05
07/02/2010,276.57,279.14,276.63,273.84,275.37,3.42,5.99,3.48,0.69,2.22,3.66867449194104e-05,3.96232755398011e-06,0.000102339195762381,1.10420762308786e-05,2.21198248242416e-05
08/02/2010,277.23,281.08,276.22,272.81,276.54,4.08,7.93,3.07,-0.34,3.39,2.0763893555995e-06,5.91676912276158e-06,9.57589994064256e-06,1.12863498230239e-05,7.05688747036896e-06
09/02/2010,275.99,280.21,274.34,272.45,273.62,2.84,7.06,1.19,-0.70,0.47,0.000107543819633766,0.002375540340596,9.41504056616074e-06,1.11691801500589e-05,6.47496198217372e-06
10/02/2010,277.51,278.83,273.81,272.64,273.08,4.36,5.68,0.66,-0.51,-0.07,0.000145296512004383,8.51909833380588e-06,1.26963870944621e-05,2.66368300418187e-05,0.000103020700547759
11/02/2010,276.04,277.50,273.64,272.11,272.57,2.89,4.35,0.49,-1.04,-0.58,4.50331986673434e-06,6.5436512314012e-06,8.63866674941478e-06,1.57571123800892e-05,9.49248243623879e-06
12/02/2010,274.22,275.52,272.93,271.30,272.03,1.07,2.37,-0.22,-1.85,-1.12,9.1211302575824e-06,4.63395199831695e-06,1.17185251988783e-05,1.4914096887914e-05,2.29520484503025e-05
13/02/2010,272.46,275.42,271.44,269.61,270.08,-0.69,2.27,-1.71,-3.54,-3.07,1.25791992519687e-05,2.1011551219161e-05,8.91516164057685e-06,1.21493729398184e-05,7.09043319087116e-06
14/02/2010,274.45,277.85,271.91,269.53,269.83,1.30,4.70,-1.24,-3.62,-3.32,4.00964898421581e-05,0.000166554389033892,8.84476642298633e-06,1.13305468172231e-05,8.68811806524455e-05
15/02/2010,276.00,276.57,273.28,269.96,272.56,2.85,3.42,0.13,-3.19,-0.59,5.99106844132081e-05,7.01896328966491e-06,2.54750685499996e-05,7.73988632815247e-05,0.000122199393369461
16/02/2010,274.05,276.11,272.94,269.97,271.39,0.90,2.96,-0.21,-3.18,-1.76,2.90609164276469e-06,3.84512439436851e-06,8.9669863109179e-06,0.000196674923767667,5.61211488151807e-06
17/02/2010,273.12,276.51,272.31,269.43,270.00,-0.03,3.36,-0.84,-3.72,-3.15,7.2425381300081e-05,5.60882425496203e-05,4.26573969787991e-05,5.32294752748593e-05,0.000357222966692395
18/02/2010,272.60,275.93,273.01,269.72,270.86,-0.55,2.78,-0.14,-3.43,-2.29,0.00034271812395267,3.31955859725565e-05,0.000361439853446741,0.00150012784841166,0.00044594149799543
19/02/2010,268.33,271.65,266.49,263.02,264.68,-4.82,-1.50,-6.66,-10.13,-8.47,7.8990591100194e-06,5.47226830631459e-06,3.54192697808771e-05,0.000577676890905307,1.33087762518097e-05
20/02/2010,265.89,270.08,265.09,262.60,265.08,-7.26,-3.07,-8.06,-10.55,-8.07,2.15125314557715e-06,4.48071171294006e-06,8.1505119652332e-06,5.07239899320655e-05,6.28909733390669e-06
21/02/2010,266.79,272.52,266.70,264.63,265.41,-6.36,-0.63,-6.45,-8.52,-7.74,9.75113814128965e-05,0.00156281144382975,9.28926261026051e-06,1.11013280802683e-05,6.91269807268117e-06
22/02/2010,269.22,272.25,268.38,266.30,265.82,-3.93,-0.90,-4.77,-6.85,-7.33,0.00108163305404826,0.00059156418351129,0.000513749661650535,0.000461110317191386,0.00101016144426049
23/02/2010,267.12,269.85,267.92,266.26,266.01,-6.03,-3.30,-5.23,-6.89,-7.14,2.03066539568444e-06,4.37372655718448e-06,1.63410598690074e-05,0.000586769374095638,0.000452224971110281
24/02/2010,270.27,271.91,271.08,267.65,269.79,-2.88,-1.24,-2.07,-5.50,-3.36,2.05847367856185e-06,3.23533159581661e-05,2.02328961058867e-05,0.000790056574762802,0.000322669957840059
25/02/2010,272.97,275.69,272.62,269.73,270.67,-0.18,2.54,-0.53,-3.42,-2.48,0.00070944285528635,0.00044786374867095,7.66594211901451e-05,0.000394536756996663,0.000653302273917549
26/02/2010,273.67,275.82,275.65,272.31,272.08,0.52,2.67,2.50,-0.84,-1.07,0.000900663507447588,0.000909607010162278,0.000337941223276158,0.00140793717952081,0.00108883031181099
27/02/2010,269.24,273.39,270.80,268.12,266.90,-3.91,0.24,-2.35,-5.03,-6.25,3.47359826647766e-05,0.000184910386298008,2.65044836680258e-05,0.000277220067359718,0.000326614205574396
28/02/2010,269.24,275.18,269.09,266.09,266.34,-3.91,2.03,-4.06,-7.06,-6.81,0.00012064671377982,0.001837348883316,8.07213727926328e-06,8.94140471828651e-05,1.20263356054235e-05
01/03/2010,274.96,280.60,271.26,267.67,269.76,1.81,7.45,-1.89,-5.48,-3.39,0.00107491150174037,0.00332483312699238,0.000204642150839147,2.64889321071381e-05,0.000214539602262491
02/03/2010,281.46,284.49,275.97,271.43,274.18,8.31,11.34,2.82,-1.72,1.03,0.00218761394298416,0.00298521477779439,0.000999088214254374,0.000521232809261581,0.00181233646948395
03/03/2010,282.28,283.00,282.12,278.08,278.53,9.13,9.85,8.97,4.93,5.38,0.00228787627627594,0.00537872966329131,9.93438825590076e-06,0.000239933556439319,0.000262977322779675
04/03/2010,280.30,280.15,283.03,279.51,278.76,7.15,7.00,9.88,6.36,5.61,0.00379931042444124,0.0058609974999524,0.000455268258096375,0.00202923639574436,0.00312507587579685
05/03/2010,276.45,278.06,279.11,275.93,275.54,3.30,4.91,5.96,2.78,2.39,0.000118368145677007,0.00159333206200383,1.66220937752365e-05,0.000752488851021194,0.000314393493153631
06/03/2010,276.95,278.45,280.04,276.39,274.90,3.80,5.30,6.89,3.24,1.75,0.00229690006428707,0.00477916569534978,0.000209207192858978,0.00185786177520382,0.000600316431550762
07/03/2010,275.67,278.71,278.34,275.63,274.55,2.52,5.56,5.19,2.48,1.40,0.00478782619463813,0.0105769265566032,0.00129543754647158,0.000725923853767269,0.00296535665310021
08/03/2010,282.27,281.42,285.03,279.23,280.54,9.12,8.27,11.88,6.08,7.39,0.00223738548473705,0.00390447558794662,0.000202059234943398,0.00092957589964022,0.00185678211458206
09/03/2010,280.23,280.01,286.07,283.31,280.95,7.08,6.86,12.92,10.16,7.80,0.00297337898375141,0.00421699890205145,6.3892083652226e-05,0.000478406806221389,0.0018031331533602
10/03/2010,279.76,278.37,287.53,285.19,282.62,6.61,5.22,14.38,12.04,9.47,0.00399556085443537,0.00489502196310971,0.00211567309561909,3.68334630703923e-05,0.0012682483629232
11/03/2010,277.15,276.71,280.44,283.72,277.31,4.00,3.56,7.29,10.57,4.16,0.00316441986355821,0.00471508573088815,0.00350400877526336,0.0015250725789263,0.00622556449730745
12/03/2010,276.15,276.71,279.42,279.31,277.18,3.00,3.56,6.27,6.16,4.03,0.0023680463435486,0.00586124862906877,0.00402821616262394,0.00252291381114826,0.000966963265819674
13/03/2010,276.62,277.44,279.43,278.47,276.49,3.47,4.29,6.28,5.32,3.34,0.00175168674276035,0.00318880208168198,0.000287280296819725,0.000415184755960006,0.0010194614667539
14/03/2010,275.46,276.88,278.13,277.87,275.70,2.31,3.73,4.98,4.72,2.55,0.00243725992287376,0.000765442401038626,0.000584940632792361,0.00260225806160335,0.00165323987356231
15/03/2010,276.35,277.68,277.36,275.81,275.15,3.20,4.53,4.21,2.66,2.00,3.20371235522003e-05,0.000203585722421154,1.07328557829402e-05,0.00125170130896389,0.000190459518665039
16/03/2010,275.27,277.42,277.86,275.42,274.71,2.12,4.27,4.71,2.27,1.56,0.000305209851452762,1.31555972680265e-05,0.000478430366204884,0.00257267458372953,0.00104920943078536
17/03/2010,272.71,276.65,274.07,272.21,271.21,-0.44,3.50,0.92,-0.94,-1.94,0.000126067265358838,0.000812447666079523,0.000139435733161091,0.00100218717273097,0.000257358717263071
18/03/2010,272.95,279.65,272.64,270.87,270.52,-0.20,6.50,-0.51,-2.28,-2.63,0.00146958674789744,0.000783289796983743,0.000265801470320358,0.0004257042944914,2.58772152189561e-05
19/03/2010,276.69,280.39,273.80,271.26,271.91,3.54,7.24,0.65,-1.89,-1.24,0.000112268339276308,0.000296117681692387,7.48074641298849e-05,0.000507219723033435,4.00848641708231e-06
20/03/2010,276.02,282.00,274.36,272.03,273.23,2.87,8.85,1.21,-1.12,0.08,8.43396693147509e-06,0.0015135989064123,5.85549018375782e-06,0.000317150538746935,4.03432356044654e-06
21/03/2010,274.71,279.75,275.59,272.88,273.36,1.56,6.60,2.44,-0.27,0.21,0.0015785733224549,0.00165761298462911,8.18301288341677e-06,0.000119601076589015,5.16292334141087e-06
22/03/2010,276.59,279.75,277.48,275.19,275.00,3.44,6.60,4.33,2.04,1.85,0.000178102993780405,0.000420397014884389,0.000103423770425096,0.000468202196425056,6.85262432113677e-05
23/03/2010,278.43,279.93,281.00,279.88,277.85,5.28,6.78,7.85,6.73,4.70,2.89670102388811e-05,0.000110974646549024,0.000658235589675574,0.00119551100091243,3.86576684192043e-05
24/03/2010,280.24,279.99,281.69,283.09,279.19,7.09,6.84,8.54,9.94,6.04,0.00010142383973158,0.000488450463855823,0.00489936920068269,0.00356036234975813,0.00176096112795398
25/03/2010,279.47,280.65,282.43,281.06,279.82,6.32,7.50,9.28,7.91,6.67,0.00274164677191732,0.00264046340335542,0.00355291263964949,0.0059611798199427,0.003204287094012
26/03/2010,278.86,280.59,281.87,280.89,278.67,5.71,7.44,8.72,7.74,5.52,0.00479923516410953,0.00257206430247689,0.00173796889396039,0.00483912332217907,0.00180352308870958
27/03/2010,278.02,280.65,281.20,280.08,278.90,4.87,7.50,8.05,6.93,5.75,0.00195850057565879,0.00120895239160129,0.000663836016451189,0.0018074094751826,0.000758679889111305
28/03/2010,278.21,279.25,281.71,277.85,279.12,5.06,6.10,8.56,4.70,5.97,0.000498540776246334,0.00116067944864419,0.000100803609793703,0.00142507570559739,0.000441158820630807
29/03/2010,280.45,281.43,283.70,279.04,280.31,7.30,8.28,10.55,5.89,7.16,0.000179039162487288,0.00168746163635063,2.50047918044486e-05,0.000196062914375311,0.00039616622338417
30/03/2010,282.71,283.36,285.28,280.89,282.11,9.56,10.21,12.13,7.74,8.96,0.00501426299096709,0.00261363453786534,0.00127610444938241,1.7956432408696e-05,0.00377144763999331
31/03/2010,283.10,282.24,284.80,282.02,282.34,9.95,9.09,11.65,8.87,9.19,0.0108752708023037,0.000347088473836663,0.00659784266371849,0.000642555573948567,0.0159272108645596
01/04/2010,281.01,281.81,283.98,283.17,281.20,7.86,8.66,10.83,10.02,8.05,0.000549269640632266,0.00128024002063517,0.00285077126748005,0.00103765606021559,0.00280773950545013
02/04/2010,281.71,281.19,283.72,283.84,281.69,8.56,8.04,10.57,10.69,8.54,0.00529516370129866,0.00109216085053558,0.00710618627114903,0.00262323619923209,0.00942431450556078
03/04/2010,281.34,281.27,284.00,282.48,281.29,8.19,8.12,10.85,9.33,8.14,0.000641382588228108,0.000186050562089215,0.000313368549443326,0.00345293483879402,0.00445380490266432
04/04/2010,282.18,283.14,284.34,283.30,282.23,9.03,9.99,11.19,10.15,9.08,0.00138717913731324,0.000248973722095503,0.000271060490371578,0.00026598424705903,0.000240179055480252
05/04/2010,284.27,282.85,288.01,285.01,284.85,11.12,9.70,14.86,11.86,11.70,0.000552901871101533,0.00115542311733737,0.000136534032044297,0.000275115724213602,0.000245064644924013
06/04/2010,286.21,284.75,289.60,286.93,286.75,13.06,11.60,16.45,13.78,13.60,0.000246551818395377,0.00365799793005628,4.58125329954388e-05,6.66305042546069e-05,6.36542171577358e-05
07/04/2010,284.38,284.36,289.36,286.63,286.07,11.23,11.21,16.21,13.48,12.92,1.48769867191535e-05,0.000140471195513475,0.000163901361658181,0.00134250642108017,9.58340191565916e-05
08/04/2010,284.26,284.79,288.90,286.84,285.33,11.11,11.64,15.75,13.69,12.18,0.00661689046233863,0.00262859009597969,0.00449392498463155,0.00187007414521185,0.00759319255204062
09/04/2010,284.33,282.73,288.16,285.99,285.46,11.18,9.58,15.01,12.84,12.31,0.00204986979071467,0.00864248163628881,0.00547947238251956,0.00305539447111995,0.00974829916571519
10/04/2010,281.59,281.01,284.71,283.87,284.03,8.44,7.86,11.56,10.72,10.88,0.00180868898060702,0.00241435890072493,0.0134686275831864,0.00464820270917531,0.00960565668406283
11/04/2010,280.47,281.05,283.67,282.41,281.16,7.32,7.90,10.52,9.26,8.01,0.000594254868033464,0.00203132637151065,0.00125038140809816,0.00397118725553423,0.00287547655959892
12/04/2010,283.14,281.53,286.77,284.78,283.00,9.99,8.38,13.62,11.63,9.85,0.00184323847663271,0.00406050330240204,5.42456401562903e-05,0.000199311169017567,1.9339988166289e-05
13/04/2010,281.46,280.06,288.53,289.00,285.53,8.31,6.91,15.38,15.85,12.38,0.00536341467813106,0.00274474681653984,0.00188613179047144,0.000372859796244141,0.00106139324060564
14/04/2010,282.01,278.76,288.67,290.64,284.54,8.86,5.61,15.52,17.49,11.39,0.00501406277042132,0.00104897540466436,0.00282333167350698,1.91930290879486e-05,0.0024776095299385
15/04/2010,281.40,278.90,290.27,289.35,287.17,8.25,5.75,17.12,16.20,14.02,0.0072277761088422,0.00186383520820674,0.00146142456124259,0.000192977846964352,0.00175881270496177
16/04/2010,281.34,280.70,288.68,287.76,285.30,8.19,7.55,15.53,14.61,12.15,0.00270315885651486,0.000518709672978157,0.00340386700650815,0.000281683768709009,0.00578814412608696
17/04/2010,281.08,282.33,288.10,287.77,285.19,7.93,9.18,14.95,14.62,12.04,0.004959237899765,0.000310551651863855,0.00173941848046487,0.000421638840221031,0.00294101721882316
18/04/2010,282.58,282.97,287.56,288.55,284.38,9.43,9.82,14.41,15.40,11.23,1.12229347614798e-05,0.000688998137393336,0.000764905633461957,0.00029666551340286,0.00126769586012438
19/04/2010,285.83,285.64,290.83,290.08,287.94,12.68,12.49,17.68,16.93,14.79,4.39682593527285e-06,0.0024285585741535,1.09666619505477e-05,0.000314481309316376,1.06136903714863e-05
20/04/2010,287.32,283.46,290.73,289.96,289.15,14.17,10.31,17.58,16.81,16.00,0.00371896724481909,0.00349927783050882,0.00131607103776122,0.00181241847182977,0.000426209085594539
21/04/2010,286.85,282.15,290.18,288.56,289.33,13.70,9.00,17.03,15.41,16.18,0.00218249409588133,0.00598379877393132,0.00389871240135961,0.00537887516995036,0.00138490654806267
22/04/2010,284.40,282.09,289.47,287.97,288.34,11.25,8.94,16.32,14.82,15.19,0.00377745965781468,0.00404340414470619,0.00255747371605654,0.00155616233816408,0.0033714520081793
23/04/2010,282.84,283.89,287.47,287.01,286.35,9.69,10.74,14.32,13.86,13.20,0.00590675981626836,0.000121362575105248,0.000815657782019025,0.00284170241869351,0.00583026662189882
24/04/2010,282.16,286.05,284.94,286.26,282.36,9.01,12.90,11.79,13.11,9.21,0.000136135818729328,0.000390385365155897,0.00310580283269321,0.00597192768766412,0.00043855435536724
25/04/2010,285.31,288.22,285.94,284.19,282.99,12.16,15.07,12.79,11.04,9.84,4.89648948347899e-06,0.000702618271287582,1.32100865330857e-05,0.00435142601707797,3.53738589506811e-05
26/04/2010,288.50,290.08,288.52,284.88,286.23,15.35,16.93,15.37,11.73,13.08,0.000672194900719491,0.000281634253378668,0.000752182869402996,0.000841866654074859,0.00195980423776181
27/04/2010,286.81,286.04,291.37,288.10,288.43,13.66,12.89,18.22,14.95,15.28,0.00513895954306105,0.00344034082476788,0.00348865863567269,0.000613264718660268,0.0070084784646186
28/04/2010,280.62,281.52,285.90,285.59,282.07,7.47,8.37,12.75,12.44,8.92,0.00382182588906271,0.00409474640316938,0.000406182912939703,0.00393237045510404,0.00146032103164419
29/04/2010,277.70,279.80,282.51,282.23,279.55,4.55,6.65,9.36,9.08,6.40,0.00322976797479206,0.00099736979762201,0.0020165425418917,0.00144615110428394,0.00349635527765679
30/04/2010,277.20,279.06,282.50,282.88,280.29,4.05,5.91,9.35,9.73,7.14,0.00290803198347997,0.000707854503875998,0.00361837367873966,0.00184397126234942,0.00157860470105475
01/05/2010,279.24,279.64,284.87,285.30,281.70,6.09,6.49,11.72,12.15,8.55,0.000831042788585964,0.000642993623556871,0.00109293814672189,0.00352929651351897,0.000188424781806497
02/05/2010,283.35,283.61,287.69,285.53,285.17,10.20,10.46,14.54,12.38,12.02,0.000796195420348061,0.000704262875121835,0.000133636717555906,0.00716546197868111,0.000161046912687758
03/05/2010,287.41,287.83,290.45,288.05,287.70,14.26,14.68,17.30,14.90,14.55,3.36633209823828e-05,8.47007861288648e-05,2.94693780815217e-05,0.00126207465744505,2.47753772040318e-05
04/05/2010,289.76,290.62,292.37,289.89,289.69,16.61,17.47,19.22,16.74,16.54,6.04269651031612e-05,0.000289007684957603,0.000726599209454285,0.000164494429497698,0.000440263637791243
05/05/2010,289.81,287.90,291.08,289.86,288.45,16.66,14.75,17.93,16.71,15.30,0.000606555821763253,0.00985290546710735,0.00570330537568331,0.00315370792997444,0.00683517372781271
06/05/2010,286.95,285.67,290.80,289.82,288.25,13.80,12.52,17.65,16.67,15.10,0.000417682880628759,0.0037217740492265,0.00385575171245255,0.00436517282037062,0.0071747385981567
07/05/2010,286.84,287.93,290.87,289.33,288.21,13.69,14.78,17.72,16.18,15.06,0.000152210302573291,0.000854653237853286,0.00192348605257813,0.00539039838882013,0.00251958117229407
08/05/2010,289.15,288.19,291.67,289.08,289.17,16.00,15.04,18.52,15.93,16.02,7.71214043264084e-05,0.0030486735998292,0.000667731774770489,0.00636872968775492,0.00175569355620547
09/05/2010,289.29,287.60,291.53,290.06,289.01,16.14,14.45,18.38,16.91,15.86,0.00336851095266789,0.00587013707964079,0.00251087823785752,0.00341342750915411,0.0043696988213151
10/05/2010,287.80,287.06,291.58,290.57,288.95,14.65,13.91,18.43,17.42,15.80,0.00432313234784434,0.00278885492233866,0.00341241975859279,0.00435371900349089,0.00143340208294488
11/05/2010,288.99,289.70,291.82,291.13,289.16,15.84,16.55,18.67,17.98,16.01,1.91990444495598e-05,0.000574117807321515,2.80914953255482e-05,0.000458558790230102,1.884560329596e-05
12/05/2010,289.74,288.14,293.40,292.33,290.66,16.59,14.99,20.25,19.18,17.51,0.000981462968735587,0.00234200182568613,0.00362434142376202,0.00021088336907355,0.00129357719559461
13/05/2010,289.89,287.72,294.11,293.29,290.74,16.74,14.57,20.96,20.14,17.59,0.00245365144311886,0.00246526282589204,0.00405627775599069,0.00106219069177545,0.00479137085602263
14/05/2010,290.44,288.23,295.30,293.47,292.32,17.29,15.08,22.15,20.32,19.17,0.00365489561143033,0.00405410223772403,7.04553639315207e-05,0.000112844867329367,0.00167992342427844
15/05/2010,289.84,289.59,296.55,294.34,292.83,16.69,16.44,23.40,21.19,19.68,0.00424176731971683,0.00482420375325264,2.42962790819224e-05,0.000351474814918564,0.000231717506453577
16/05/2010,290.74,290.53,297.09,295.85,292.59,17.59,17.38,23.94,22.70,19.44,0.00394559340155842,0.00637783490126817,3.04402808489671e-05,0.000179433059289596,0.000134723379295897
17/05/2010,289.88,290.12,295.75,295.87,291.13,16.73,16.97,22.60,22.72,17.98,0.000372417666061821,0.00290043224326188,8.93080488843969e-05,0.000784557361211627,0.00128184784451038
18/05/2010,289.90,290.30,294.70,293.42,289.79,16.75,17.15,21.55,20.27,16.64,2.73188783593802e-05,0.00303168606729676,3.17554595245321e-05,2.63174396039855e-05,3.01839967661778e-05
19/05/2010,289.57,289.98,294.32,291.79,288.88,16.42,16.83,21.17,18.64,15.73,0.00147650206394118,0.00329619769283775,0.00271685268582386,0.000397785362633809,0.000215197669964673
20/05/2010,291.30,291.20,294.63,290.98,290.92,18.15,18.05,21.48,17.83,17.77,0.00272875291924232,0.00832541139143166,0.000179784726252783,0.000527529210024411,0.000722831623637051
21/05/2010,292.17,291.70,295.69,292.47,292.07,19.02,18.55,22.54,19.32,18.92,0.00773565083659277,0.00582412670977922,0.00170565750997667,0.00127103527013438,0.00738777614199613
22/05/2010,291.19,290.90,296.44,294.30,292.10,18.04,17.75,23.29,21.15,18.95,0.00517752686204848,0.00816216878775238,0.00337913133042187,0.00281910792559779,0.00205236108477578
23/05/2010,291.60,291.26,297.96,295.09,292.97,18.45,18.11,24.81,21.94,19.82,0.0131278489682161,0.0058780301780298,0.000681945166468999,0.00242199953590128,0.00709101004615285
